Title,Image,Description,Category,Ingredients,Instructions,Time to cook,Servings,Energy,Protein,Carbohydrates,Fat
Stekt lax med spenat- och fetaostpotatis,"https://images.arla.com/recordid/8C6D70D5-90CA-4384-8730D31A90A9E016/lax-med-spenat--och-fetaostpotatis.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg","Lax med len och krämig gräddstuvad potatis, en perfekt vardagsrätt!","Huvudrätt, Middag",Laxfilé: 600 g | Svenskt Smör från Arla®: 1 msk | Fast potatis: 1 kg | Fryst bladspenat: 250 g | Kelda® Mellangrädde: 2½ dl | Svartpeppar: 1 krm | Fetaost el Apetina® Vitost 20%: 150 g | Oliver: ,"Tina spenaten. Skala och dela potatis i bitar., Koka potatisen i lättsaltat vatten tills den nästan är klar, ca 10 min. Häll av vattnet och häll i grädde. Salta och peppra., Låt koka i några minuter. Rör ner spenaten och smula i osten., Hetta upp smöret tills det blivit guldbrunt. Stek laxen 2-3 min per sida. Salta och peppra., Servera med potatisen och svarta oliver.",30 min,4,,,,
Brantevikssill,https://images.arla.com/recordid/531BF7D5-6671-4225-BFA2EE2E09F0703F/brantevikssill.jpg?width=375&height=265&mode=crop&format=jpg,Kryddig sill med vacker färg och smakinspiration från Österlen.,"Brunch, Buffé",Inläggningssill: 400 g | Salt: ½ tsk | Strösocker: 2½ dl | Krossade vitpepparkorn: 20 | Krossade kryddpepparkorn: 20 | Citronpeppar: ½ msk | Lagerblad: 1 | Hackad färsk dill: ½ dl | Hackad gul lök: 1 | Hackad rödlök: 1 | Ättiksprit 12%: ½ dl,"Häll av spadet och skölj sillfiléerna. Skär dem i bitar., Blanda salt, socker och kryddor. Varva kryddblandning, sill, dill och lök. Häll över ättiksprit., Låt stå i kyl minst 2 dygn.",20 min,4,,,,
Bulgursallad med lufttorkad skinka,https://images.arla.com/recordid/086C0922-3912-4A51-A76642FE2962184B/bulgursallad-med-lufttorkad-skinka.jpg?width=375&height=265&mode=crop&format=jpg,"Bulgur, gryn av krossat vete, som här får extra smak genom att kokas i örtbuljong. Servera bulgursalladen som huvudrätt eller, utan skinkan, som tillbehör på en buffé.","Buffé, Huvudrätt, Lunch, Middag, Varmrätt",Bulgur: 2 dl | Örtbuljong: 6 dl | Frysta haricots verts: 100 g | Svarta bönor: 400 g | Rödlök: 1 | Körsbärstomater: 250 g | Sallad t ex ekbladsallad: 1 kruka | Lufttorkad skinka i tunna skivor: 150 g | Arla Köket® Turkisk yoghurt 200 g: 2 dl | Sambal oelek: 3 krm,"Koka upp buljongen i en kastrull. Tillsätt bulgur och koka på svag värme ca 10 min. Häll av buljongen., Blanda ner haricots verts i bulgurn. Lägg på locket och låt stå ca 5 min., Häll av spadet från de svarta bönorna och skölj dem i kallt vatten., Skala och skiva löken tunt. Halvera tomaterna., Varva bulgur med svarta bönor, rödlök, körsbärstomater och sallad i en skål eller på ett uppläggningsfat. Lägg skinkan överst., Blanda matyoghurt och sambal oelek till en dressing.",25 min,4,460 kcal,30 g,62 g,7 g
Sallad med pitabröd,https://images.arla.com/recordid/CD765F8C-41BC-4DD5-99CD6064EA1B03A0/sallad-med-pitabrod.jpg?width=375&height=265&mode=crop&format=jpg,Mättande sallad med rostat pitabröd. Smakrikt och lättlagat till hela familjen!,Buffé,Pitabröd: 2 | Arla Köket® Smör-&rapsolja oliv:  | Gurka: 1 | Tomater: 4 | Gul paprika: 1 | Rödlök: 1 | Hackad bladpersilja: 1 dl | Hackad färsk mynta: ½ dl | Pressad citron: 1 msk | Pressad vitlöksklyfta: 1 | Salt: ½ tsk | Svartpeppar: 1 krm,"Skär brödet i små bitar. Stek dem i smör-& rapsolja i en stekpanna., Dela och kärna ur gurka, tomater och paprika. Skala löken., Skär grönsaker och lök i små bitar. Blanda med örter, citronsaft, vitlök, salt och peppar., Vänd ner brödet i salladen vid servering.",30 min,4,,,,
Kycklinggryta med curry,"https://images.arla.com/recordid/AAB9C3C5-A12E-450B-AB2A2FF879C4D1E1/kycklinggryta-med-curry.jpg?width=375&height=265&mode=crop&crop=(139,0,-139,0)&format=jpg",Milda och krämiga smaker i denna lättlagade kycklinggryta med curry. För att få fram currysmaken extra mycket har vi med äpple i receptet. Servera kycklinggrytan rykande het med matvete. En suverän vardagsrätt att njuta av!,"Huvudrätt, Matlåda, Middag",Kycklinglårfilé: 500 g | Curry: 2 msk | Paprikapulver: 1 msk | Salt: 1 tsk | Purjolök: 1 | Vitlöksklyftor: 2 | Rött äpple: 1 | Broccoli: 1 | Arla Köket® Smör- & rapsolja: 1 msk | Vetemjöl: 1 msk | Arla Köket® Matlagningsgrädde: 5 dl | Sambal oelek: 1 msk | Japansk soja: 2 msk | Matvete: 3 dl | Mango chutney: 4 msk,"Skär kycklingen i munsbitar. Lägg i en skål och krydda med curry, paprikapulver och salt., Skär purjolök i cm-stora bitar. Skala och finhacka vitlök. Skär broccoli i buketter och skiva stammen. Tärna äpplet., Hetta upp smör- & rapsolja i en rymlig stekpanna eller traktörpanna. Bryn kycklingen 4-5 min., Tillsätt purjolök, vitlök, broccoli och äpple. Fräs ca 2 min. Pudra över vetemjöl., Rör ner grädde, soja och sambal oelek. Blanda väl. Låt sjuda ca 6 min. Smaka av med salt och nymalen svartpeppar., Koka matvete enligt anvisning på förpackningen., Servera kycklinggrytan med matvete och mango chutney.",30 min,4,,,,
Laxpudding,"https://images.arla.com/recordid/75C06A8B-BEFD-483C-8DDA0DCF1134B36F/laxpudding.jpg?width=375&height=265&mode=crop&crop=(0,0,-957,0)&format=jpg","Laxpudding är klassisk husmanskost - och lättlagad. Gör den till middag en vardag så har du även lunch till dagen efter. Enkelt recept med bland annat lax, potatis, mjölk och ägg.","Huvudrätt, Lunch, Middag",Gravad lax: 300 g | Gula lökar: 2 | Svenskt Smör från Arla®:  | Kokt kall potatis: 800 g | Hackad färsk dill: ½ dl | Ägg: 4 | Arla Ko® Standardmjölk: 4 dl | Salt: ½ tsk | Vitpeppar: 1 krm | Svenskt Smör från Arla®: 60 g | Citron: 1,"Sätt ugnen på 200° eller 180° varmluft., Skär laxen i tunna skivor. Skala och skiva löken tunt. Fräs löken i smör i en stekpanna på svag värme tills den blir mjuk och glansig., Skiva potatisen. Varva potatis, lax, lök och dill i en smord ugnssäker form. Avsluta med potatis., Vispa ihop ägg, mjölk, salt och peppar och häll det i formen., Tillaga i nedre delen av ugnen ca 35-40 min. Laxpuddingen är klar när den har stannat i mitten och fått en fin gyllenbrun färg., Smält smöret och skär citronen i klyftor. Servera smör och citron till laxpuddingen.",55 min,4,610 kcal,31 g,47 g,32 g
Grekiska färsbiffar,https://images.arla.com/recordid/DACA8C5D-29B2-42AF-B08C04DBE1A00C39/grekiska-farsbiffar.jpg?width=375&height=265&mode=crop&format=jpg,"Saftiga grekiska biffar, bifteki, som får smak och sälta av vitost eller fetaost. Servera med sallad och tzatziki.","Huvudrätt, Lunch, Middag",Nötfärs: 500 g | Salt: ½ tsk | Svartpeppar: 1 krm | Pressad vitlöksklyfta: 1 | Hackad färsk persilja: ½ dl | Vatten: 3 msk | Apetina® Vitost 20% eller fetaost: 150 g | Svenskt Smör från Arla®: 1 msk | Klyftpotatis: 600 g | Gurka: ½ | Salt: ½ tsk | Arla Köket® Turkisk yoghurt: 2 dl | Pressad vitlöksklyfta: 1 | Svartpeppar: 1 krm | Romansallad: 1 | Rödlök: 1 | Gul paprika: 1 | Tomater: 4,"Blanda färsen med salt, peppar, vitlök, persilja och vatten till en jämn smet. Smula osten och blanda den ordentligt med färsen., Forma 8 biffar och stek dem i smör 3-4 min på varje sida., Tillaga klyftpotatisen enligt anvisning på förpackningen., Riv gurkan grovt och lägg i en sil. Strö över salt och låt ligga ca 15 min. Pressa ur saften och blanda gurkan med matyoghurt, vitlök och peppar. Ställ kallt., Skölj salladen och bryt den i bitar. Skala och skiva löken. Kärna ur och skär paprikan i bitar. Skär tomaterna i klyftor. Blanda grönsakerna i en skål., Servera biffarna med salladen och tsatsikin.",45 min,4,625 kcal,39 g,38 g,34 g
Skurna pepparkakor,https://images.arla.com/recordid/749AADED-9436-43AE-A5B61114C1276458/skurna-pepparkakor.jpg?width=375&height=265&mode=crop&format=jpg,"Spröda och goda skurna pepparkakor med julkryddor och mandel. Bind ett vackert snöre om pepparkakorna så har du en fin gå-bort-present.  Receptet är skapat av Roy Fares, Årets konditor 2010.",Fika,"Svenskt Smör från Arla®, rumsvarmt: 200 g | Strösocker: 2 dl | Ljus sirap: 1 dl | Malen kanel: 4 tsk | Malen ingefära: 1½ tsk | Malen kryddnejlika: 1½ tsk | Vetemjöl: 6 dl | Bikarbonat: 1 tsk | Hackad sötmandel: ½ dl","Blanda smör, socker, sirap och kryddor för hand eller i maskin., Tillsätt mjölet blandat med bikarbonat och mandel. Arbeta ihop till en deg., Dela degen i två delar och forma till två längder. Vira in i plastfolie och låt vila i kyl ca 1 tim., Sätt ugnen på 200° eller 180° varmluft., Skär längderna i tunna skivor med vass kniv och lägg på plåt med bakplåtspapper., Grädda i mitten av ugnen ca 12 min., Förvara pepparkakorna torrt.",1 tim 30 min,4,65 kcal,1 g,9 g,3 g
Påsktårta med choklad och mandelmassa,https://images.arla.com/recordid/BB58307D-9822-480C-881C757DFA592212/pasktarta-med-choklad-och-mandelmassa.jpg?width=375&height=265&mode=crop&format=jpg,Det brynta smöret ger chokladtårtan en fantastisk karaktär. Fylligt krämig och en glutenfri favorit på påskbordet.,"Dessert, Efterrätt, Fika",Mandel: 1 dl | Mandelmassa: 200 g | Svenskt Smör från Arla®: 100 g | Ägg: 2 | Mörk choklad: 200 g | Svenskt Smör från Arla®: 150 g | Arla Ko® Vispgrädde: 2 dl | Strösocker: 2½ dl | Äggulor: 4,"Sätt ugnen på 175° eller 160° varmluft., Grovhacka mandeln. Rör mandelmassan i en bakmaskin, tillsätt smöret lite i taget tills allt är blandat., Tillsätt äggen ett i taget under omrörning och vänd ner mandeln., Klicka ner smeten i en smord rund form med löstagbar kant, ca 22 cm i diameter., Baka i mitten av ugnen ca 18 min, låt kallna.",4 tim,4,510 kcal,6 g,38 g,37 g
Bovetepannkakor,"https://images.arla.com/recordid/8F1D22FD-3184-4E22-84360277BE01CCF5/bovetepannkakor.jpg?width=375&height=265&mode=crop&crop=(163,0,-115,0)&format=jpg","Bovetepannkakor är helt glutenfria pannkakor! Välj om du vill servera dem fyllda med sött eller salt. Vi trycker att det är lika gott att servera dessa bovetepannkakor med strösocker, pressad citron och färska bär som med lagrad ost, dijonsenap och rökt skinka. Smeten blir bäst om den får stå till sig en stund innan den används.","Brunch, Efterrätt, Förrätt, Frukost, Huvudrätt, Mellanmål, Middag","Bovetemjöl: 3 dl | Salt: ½ tsk | Strösocker: 2 tsk | Arla Ko® Standardmjölk: 6 dl | Ägg: 3 | Svenskt Smör från Arla®, till stekning: ca 3 msk | Björnbär: 200 g | Strösocker: 2 msk | Citroner: ","Blanda mjöl, salt och socker i en bunke. Tillsätt 2 dl mjölk och vispa till en slät smet. Vispa ner resterande mjölk och ägg. Låt stå ca 30 min., Värm en  stekpanna. Tillsätt lite smör och grädda tunna galetter på ca 1 dl smet åt gången., Håll pannkakorna varma i ugnen allteftersom de steks., Servera gärna med färska björnbär, socker och pressad citron.",1 tim 30 min,4,199 kcal,7 g,22 g,9 g
Grön tomatmarmelad,https://images.arla.com/recordid/8ABC1D11-93AB-49C5-89E527BED1031F16/gron-tomatmarmelad.jpg?width=375&height=265&mode=crop&format=jpg,"Grön tomatmarmelad är ett jättegott tillbehör på ostbrickan och även som en kryddig klick till maten eller i kalla röror. Prova gärna andra kryddor i marmeladen, till exempel timjan, som passar bra till många maträtter.","Buffé, Frukost",Gröna tomater: 500 g | Citron: rivet skal och saft av ½ | Stjärnanis: 1 | Syltsocker: 3 dl,"Skär tomaterna i bitar. Koka dem tillsammans med citronskal och -saft och stjärnanis ca 15 min under lock., Rör om ett par gånger under tiden., Häll i sockret, rör om och koka upp. Låt koka på svag värme 2-3 min utan lock. Skumma av om det behövs., Häll upp på väl rengjorda glasburkar. Förvara i kyl.",40 min,4,1275 kcal,5 g,304 g,1 g
Fiskgryta med fänkål och chili,https://images.arla.com/recordid/27FC5805-D427-4604-8410A2C2D9906EB8/fiskgryta-med-fankal-och-chili.jpg?width=375&height=265&mode=crop&format=jpg,Snabblagad fiskgryta med härligt mustig smak som går lika bra att äta som den är eller med ditt favorittillbehör!,"Huvudrätt, Lunch, Middag","Koljafilé, eller torskfilé: 400 g | Gul lök: 1 | Fänkål: 250 g | Svenskt Smör från Arla®:  | Konserverade körsbärstomater: 400 g | Arla Ko® Vispgrädde: 2 dl | Vatten: 1 dl | Pressad saft av citron: 1 msk | Fiskbuljong: 1 tärning | Lagerblad: 2 | Salt: ½ tsk | Hackad färsk chili: ½ msk | Strimlad färsk basilika: 2 msk | Potatis: 750 g","Skala och koka potatisen., Skär fisken i bitar. Skala och skiva löken. Finstrimla fänkålen., Fräs lök och fänkål i smör i en gryta. Tillsätt fisk och övriga ingredienser., Koka på svag värme under lock tills fisken är färdig, ca 5 min., Servera grytan med kokt potatis.",30 min,4,455 kcal,26 g,32 g,24 g
Currykyckling,"https://images.arla.com/recordid/7D6924B4-1CAF-431B-9C21A49F5BE53D7B/currykyckling.jpg?width=375&height=265&mode=crop&crop=(278,0,0,0)&format=jpg",Gräddig och het currykyckling att bjuda på till vardag som fest. Detta är en klassiker! Sötman i mango chutneyn lyfter currysmaken och den syrade grädden ger den rätta känslan i såsen. Servera currykyckling med nykokt ris och en krispig sallad.,"Huvudrätt, Middag",Kycklinglårfilé: 450 g | Curry: 2 msk | Paprikapulver: 1 msk | Salt: 1 tsk | Gula lökar: 2 | Vitlöksklyftor: 2 | Svenskt Smör från Arla®: 2 msk | Tomatpuré: 2 msk | Mango chutney: 2 msk | Vatten: 2 dl | Hönsbuljong: 1 tärning | Arla Ko® Syrad grädde: 3 dl | Ris: 4 port | Blandad grönsallad: ,"Koka riset enligt anvisning på färpackningen., Dela varje kycklingfilé i tre bitar. Lägg i en bunke och blanda ner curry, paprikapulver och salt., Skala och skiva lök och vitlök. Hetta upp smör i en rymlig stekpanna. Fräs lök och vitlök på medelvärme ca 5 min., Tillsätt kycklingen och fräs ytterligare 5 min. Blanda ner tomatpuré, mango chutney, vatten och smulad buljongtärning. Sjud ca 8 min., Rör ner grädden och koka ihop ca 3 min. Smaka av med salt., Servera currykyckling med ris och grönsallad.",30 min,4,675 kcal,31 g,59 g,34 g
Ravioli med salviasmör,"https://images.arla.com/recordid/B7393D73-DE82-4162-BBF4B68808B29134/ravioli-med-salviasmor.jpg?width=375&height=265&mode=crop&crop=(19,0,-259,0)&format=jpg",Färsk pasta är ju alltid godast! Här får raviolin sällskap av ett härligt doftande salviasmör.,"Huvudrätt, Kvällsmat, Lunch, Middag",Färsk ravioli: 400 g | Hackad färsk salvia: 2 msk | Arla Köket® Riven ost mager: 2 dl | Svenskt Smör från Arla®: 50 g | Svartpeppar: 1 krm,"Koka pastan enligt anvisning. Häll av vattnet., Smält smöret och rör i salvia., Lägg upp pastan på fat. Strö över ost och peppar. Häll över salviasmöret.",10 min,4,,,,
Tomatsoppa med pasta och pestocrème,"https://images.arla.com/recordid/4C3409F1-8257-4BD1-B903384C6551C28F/tomatsoppa-med-pasta-och-pestocreme.jpg?width=375&height=265&mode=crop&crop=(163,0,-115,0)&format=jpg",Med färdig tomatsoppa är middagen kirrad på ett litet kick! Värm upp soppan i en kastrull. Låt fylld färskpasta koka i soppan. Rör ihop en pestocrème och toppa din tomatsoppa med rostade frön - en riktig vardagsräddare!,Huvudrätt,"Kelda® Toscansk tomatsoppa: 10 dl | Färsk pasta, t ex ravioli: 250 g | Pesto, gärna hemlagad: ½ dl | Arla Köket® Lätt crème fraiche: 1 dl | Rostade pumpakärnor: 1 dl","Koka upp soppan i en kastrull under omrörning. Tillsätt pastan och koka tills den är klar., Blanda pesto med crème fraiche. Smaka av med salt och nymalen svartpeppar., Häll upp soppan i skålar. Toppa med pestocrèmen och strö över rostade pumpakärnor., Servera tomatsoppan direkt!",10 min,4,,,,
Kladdkaka med Daim,https://images.arla.com/recordid/DC33A22D-9E98-460A-8EE44418D0631835/kladdkaka-med-daim.jpg?width=375&height=265&mode=crop&format=jpg,En klassisk kladdkaka i fantastiskt god kombination med Daim.,"Efterrätt, Fika",Svenskt Smör från Arla®: 100 g | Ägg: 2 | Strösocker: 3 dl | Vetemjöl: 2½ dl | Kakao: 4 msk | Bakpulver: 1 tsk | Vaniljsocker: 2 tsk | Daim: 2 | Arla Köket® Vispgrädde: 2½ dl,"Sätt ugnen på 200° eller 180° varmluft., Smält smöret. Vispa ägg och socker. Blanda i mjöl,
kakao, bakpulver och vaniljsocker., Hacka dajmen och blanda ner den., Häll smeten i en smord
och bröad form med löstagbar kant, ca 24 cm i diameter., Grädda i mitten av ugnen ca 20 min. Låt svalna., Sikta ev kakao över den färdiga kakan. Vispa grädden och server till.",40 min,4,495 kcal,5 g,61 g,25 g
Kycklingsallad med ägg och ost,https://images.arla.com/recordid/6C932134-7ACA-49DF-B348F5F8455D5A8F/kycklingsallad-med-agg-och-ost.jpg?width=375&height=265&mode=crop&format=jpg,En smakrik sallad som går snabbt att göra med färdiggrillad kyckling. Hittar du inte frysta sojabönor går det bra med frysta ärtor eller färska sockerärtor istället.,"Huvudrätt, Kvällsmat, Lunch, Middag","Grillad kyckling: ½ | Ägg: 4 | Frysta sojabönor: 2 dl | Avokado: 1 | Blandad grönsallad: 65 g | Arla Ko Präst® Ost 31%, tärnad: 150 g | Rostade pumpakärnor: ½ dl | Olivolja: ¾ dl | Rödvinsvinäger: 2 msk | Torkad dragon: ½ tsk | Salt: 2 krm | Svartpeppar: 1 krm","Rör ihop vinägretten., Bena ur och dela kycklingen i små bitar. Mjukkoka äggen ca 6 min, lägg i sojabönorna i kokvattnet när äggen är precis klara., Häll av ägg och bönor i durkslag och skölj i kallt vatten., Halvera och gröp ur avokadon. Skär den i fyra klyftor. Skala och halvera äggen., Blanda salladen med kyckling och bönor. Lägg på avokado och ägg., Strö över tärnad ost och pumpakärnor. Ringla över vinägretten.",30 min,4,495 kcal,27 g,4 g,41 g
Fiskwallenbergare med pepparrot,"https://images.arla.com/recordid/6CCE4645-DB87-4A5B-9924EAAF6D5B4894/picture.jpg?width=375&height=265&mode=crop&crop=(278,0,0,0)&format=jpg","Havets Wallenbergare är en modern variant på den klassiska Wallenbergaren, men istället för kalvfärs använder vi i detta recept torsk. Fiskwallenbergare är underbart gott att servera med brynt pepparrotssmör samt en rotfruktspuré. En god rätt att servera vid festliga tillfällen!","Huvudrätt, Lunch, Middag","Torskfilé, kylskåpskall: 400 g | Salt: 1 tsk | Svartpeppar: 1 krm | Ägg, kylskåpskallt: 1 | Arla Köket® Vispgrädde, kylskåpskall: 1½ dl | Färsk dill, finhackad: ½ kruka | Ströbröd: ca 2 dl | Svenskt Smör från Arla®, till stekning: 25 g | Mjölig potatis: 500 g | Morot: 500 g | Arla Ko® Standardmjölk: 1½ dl | Svenskt Smör från Arla®: 25 g | Salt och peppar:  | Svenskt Smör från Arla®: 50 g | Riven pepparrot: 3 msk | Sockerärter: 150 g | Citron: 1 | Dill: ½ kruka","Ställ bunken till fisksmeten i kylen i ca 20 min. Se till att alla ingredienser till wallenbergaren är kylskåpskalla., Börja med purén. Skala potatis och morot och skär i mindre bitar. Koka mjuka i lättsaltat vatten, ca 20 min., Låt rotsakerna ånga av. Pressa eller mosa ner i kastrullen., Värm mjölk och smör i en kastrull. Vispa ner i moset. Smaka av med salt och nymalen peppar., Skär fisken i bitar. Lägg fisk, salt, svartpeppar och ägg i den kalla bunken. Mixa till en slät färs., Tillsätt grädden i en tunn stråle under mixning. Mixa till en slät och lös smet. Vänd i dillen., Häll ströbröd i en djup tallrik. Forma till 4 wallenbergare med blöta händer. Vänd i ströbrödet. Låt vila ca 5 min., Hetta upp smör i en stekpanna. Stek wallenbergarna krispiga och gyllene på låg till medelvärme, 3-4 min per sida eller tills innertemperaturen är 52˚., Pepparrotssmör: Bryn smöret under konstant omrörning. Häll över i en värmetålig skål och tillsätt pepparroten., Blanchera sockerärterna i lättsaltat vatten 1-2 min. Skär citronen i klyftor., Servera fiskwallenbergare med puré, pepparrotssmör och sockerärter. Toppa med dill och citronklyfta.",45 min,4,731 kcal,"28,4 g","53,9 g","44,8 g"
